Company	Investor	category_list	raised_amount_usd	Valuation ($B)	funded_at	Country	Industry	Select Investors
17zuoye	DST Global	Education|Language Learning	20000000	Edtech	China	Temasek Holdings, H Capital, Shunwei Fund
Raise Marketplace	George Bousis	Curated Web|E-Commerce|Gift Card	600000	E-Commerce	USA	Bessemer Venture Partners, Listen Ventures, New Enterprise Associates	
Raise Marketplace	Jason Pritzker	Curated Web|E-Commerce|Gift Card	4500000	E-Commerce	USA	Bessemer Venture Partners, Listen Ventures, New Enterprise Associates	
Raise Marketplace	Jeff Cantalupo	Curated Web|E-Commerce|Gift Card	4500000	E-Commerce	USA	Bessemer Venture Partners, Listen Ventures, New Enterprise Associates	
Raise Marketplace	Jeff Cantalupo	Curated Web|E-Commerce|Gift Card	600000	E-Commerce	USA	Bessemer Venture Partners, Listen Ventures, New Enterprise Associates	
Raise Marketplace	Listen Ventures	Curated Web|E-Commerce|Gift Card	18100000	E-Commerce	USA	Bessemer Venture Partners, Listen Ventures, New Enterprise Associates	
Raise Marketplace	Listen Ventures	Curated Web|E-Commerce|Gift Card	62000000	E-Commerce	USA	Bessemer Venture Partners, Listen Ventures, New Enterprise Associates	
Raise Marketplace	New Enterprise Associates	Curated Web|E-Commerce|Gift Card	62000000	E-Commerce	USA	Bessemer Venture Partners, Listen Ventures, New Enterprise Associates	
Raise Marketplace	The Pritzker Organization	Curated Web|E-Commerce|Gift Card	18100000	E-Commerce	USA	Bessemer Venture Partners, Listen Ventures, New Enterprise Associates	
Raise Marketplace	The Pritzker Organization	Curated Web|E-Commerce|Gift Card	4500000	E-Commerce	USA	Bessemer Venture Partners, Listen Ventures, New Enterprise Associates	
Raise Marketplace	The Pritzker Organization	Curated Web|E-Commerce|Gift Card	62000000	E-Commerce	USA	Bessemer Venture Partners, Listen Ventures, New Enterprise Associates	
Skyhigh Networks	Greylock Partners	Cloud Security|Data Security|Enterprise Software|Information Security	20000000	Cybersecurity	USA	Greylock Partners, Salesforce Ventures, Sequoia Capital	
Skyhigh Networks	Greylock Partners	Cloud Security|Data Security|Enterprise Software|Information Security	40000000	Cybersecurity	USA	Greylock Partners, Salesforce Ventures, Sequoia Capital	
Skyhigh Networks	Greylock Partners	Cloud Security|Data Security|Enterprise Software|Information Security	6500000	Cybersecurity	USA	Greylock Partners, Salesforce Ventures, Sequoia Capital	
Skyhigh Networks	Salesforce Ventures	Cloud Security|Data Security|Enterprise Software|Information Security	40000000	Cybersecurity	USA	Greylock Partners, Salesforce Ventures, Sequoia Capital	
Skyhigh Networks	Sequoia Capital	Cloud Security|Data Security|Enterprise Software|Information Security	20000000	Cybersecurity	USA	Greylock Partners, Salesforce Ventures, Sequoia Capital	
Skyhigh Networks	Sequoia Capital	Cloud Security|Data Security|Enterprise Software|Information Security	40000000	Cybersecurity	USA	Greylock Partners, Salesforce Ventures, Sequoia Capital	
Sonos	Elevation Partners	Consumer Electronics|Hardware + Software|iPhone|Music|Wireless	135000000	Hardware	USA	Index Ventures, e.ventures, Elevation Partners	
Sonos	Index Ventures	Consumer Electronics|Hardware + Software|iPhone|Music|Wireless	25000000	Hardware	USA	Index Ventures, e.ventures, Elevation Partners	
Sonos	Index Ventures	Consumer Electronics|Hardware + Software|iPhone|Music|Wireless	25000000	Hardware	USA	Index Ventures, e.ventures, Elevation Partners	
Sonos	KKR (Kohlberg Kravis Roberts & Co.)	Consumer Electronics|Hardware + Software|iPhone|Music|Wireless	135000000	Hardware	USA	Index Ventures, e.ventures, Elevation Partners	
Sonos	KKR (Kohlberg Kravis Roberts & Co.)	Consumer Electronics|Hardware + Software|iPhone|Music|Wireless	25000000	Hardware	USA	Index Ventures, e.ventures, Elevation Partners	
Sonos	Redpoint Ventures	Consumer Electronics|Hardware + Software|iPhone|Music|Wireless	135000000	Hardware	USA	Index Ventures, e.ventures, Elevation Partners	
Sonos	e.ventures	Consumer Electronics|Hardware + Software|iPhone|Music|Wireless	15000000	Hardware	USA	Index Ventures, e.ventures, Elevation Partners	
Sonos	e.ventures	Consumer Electronics|Hardware + Software|iPhone|Music|Wireless	17900000	Hardware	USA	Index Ventures, e.ventures, Elevation Partners	
Sonos	e.ventures	Consumer Electronics|Hardware + Software|iPhone|Music|Wireless	4800000	Hardware	USA	Index Ventures, e.ventures, Elevation Partners	
Squarespace	Accel	Blogging Platforms|Content|Curated Web|Internet|Software|Web CMS|Web Design	38500000	Internet Software & Services	USA	Accel Partners, Index Ventures, General Atlantic	
Squarespace	General Atlantic	Blogging Platforms|Content|Curated Web|Internet|Software|Web CMS|Web Design	40000000	Internet Software & Services	USA	Accel Partners, Index Ventures, General Atlantic	
Squarespace	Index Ventures	Blogging Platforms|Content|Curated Web|Internet|Software|Web CMS|Web Design	38500000	Internet Software & Services	USA	Accel Partners, Index Ventures, General Atlantic	
Stack Exchange	Andreessen Horowitz	Databases|Software	40000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Bezos Expeditions	Databases|Software	10000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Bezos Expeditions	Databases|Software	40000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Bob Pasker	Databases|Software	6000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Caterina Fake	Databases|Software	6000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Chris Dixon	Databases|Software	6000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Dharmesh Shah	Databases|Software	6000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Founder Collective	Databases|Software	6000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Index Ventures	Databases|Software	12000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Index Ventures	Databases|Software	40000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Joshua Schachter	Databases|Software	6000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Micah Siegel	Databases|Software	6000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Naval Ravikant	Databases|Software	6000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Nirav Tolia	Databases|Software	6000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Ron Conway	Databases|Software	6000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Spark Capital	Databases|Software	12000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Spark Capital	Databases|Software	40000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Union Square Ventures	Databases|Software	12000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Union Square Ventures	Databases|Software	40000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stack Exchange	Union Square Ventures	Databases|Software	6000000	Internet Software & Services	USA	Spark Capital, SV Angel, Founder Collective	
Stitch Fix	Baseline Ventures	E-Commerce|Fashion|Retail|Reviews and Recommendations|Subscription Businesses	30000000	E-Commerce	USA	Baseline Ventures, Benchmark Capital, Lightspeed Venture Partners	
Stitch Fix	Baseline Ventures	E-Commerce|Fashion|Retail|Reviews and Recommendations|Subscription Businesses	4750000	E-Commerce	USA	Baseline Ventures, Benchmark Capital, Lightspeed Venture Partners	
Stitch Fix	Benchmark	E-Commerce|Fashion|Retail|Reviews and Recommendations|Subscription Businesses	12000000	E-Commerce	USA	Baseline Ventures, Benchmark Capital, Lightspeed Venture Partners	
Stitch Fix	Benchmark	E-Commerce|Fashion|Retail|Reviews and Recommendations|Subscription Businesses	30000000	E-Commerce	USA	Baseline Ventures, Benchmark Capital, Lightspeed Venture Partners	
Stitch Fix	Lightspeed Venture Partners	E-Commerce|Fashion|Retail|Reviews and Recommendations|Subscription Businesses	30000000	E-Commerce	USA	Baseline Ventures, Benchmark Capital, Lightspeed Venture Partners	
Stitch Fix	Lightspeed Venture Partners	E-Commerce|Fashion|Retail|Reviews and Recommendations|Subscription Businesses	4750000	E-Commerce	USA	Baseline Ventures, Benchmark Capital, Lightspeed Venture Partners	
Stitch Fix	Western Technology Investment	E-Commerce|Fashion|Retail|Reviews and Recommendations|Subscription Businesses	30000000	E-Commerce	USA	Baseline Ventures, Benchmark Capital, Lightspeed Venture Partners	
Stitch Fix	Western Technology Investment	E-Commerce|Fashion|Retail|Reviews and Recommendations|Subscription Businesses	4750000	E-Commerce	USA	Baseline Ventures, Benchmark Capital, Lightspeed Venture Partners	
Taboola	Advance Publications	Advertising|Content|Content Discovery|Curated Web|Video	117000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Carlo de Benedetti	Advertising|Content|Content Discovery|Curated Web|Video	117000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Comcast Ventures	Advertising|Content|Content Discovery|Curated Web|Video	117000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Crescent Point Energy	Advertising|Content|Content Discovery|Curated Web|Video	9000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Daily Mail	Advertising|Content|Content Discovery|Curated Web|Video	3000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Evergreen Venture Partners	Advertising|Content|Content Discovery|Curated Web|Video	1500000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Evergreen Venture Partners	Advertising|Content|Content Discovery|Curated Web|Video	15000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Evergreen Venture Partners	Advertising|Content|Content Discovery|Curated Web|Video	4500000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Evergreen Venture Partners	Advertising|Content|Content Discovery|Curated Web|Video	9000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Eyal Gura	Advertising|Content|Content Discovery|Curated Web|Video	15000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Fidelity Management & Research	Advertising|Content|Content Discovery|Curated Web|Video	117000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Groupe Arnault	Advertising|Content|Content Discovery|Curated Web|Video	117000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Marker	Advertising|Content|Content Discovery|Curated Web|Video	10000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Marker	Advertising|Content|Content Discovery|Curated Web|Video	117000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Marker	Advertising|Content|Content Discovery|Curated Web|Video	15000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Marker	Advertising|Content|Content Discovery|Curated Web|Video	9000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Pitango Venture Capital	Advertising|Content|Content Discovery|Curated Web|Video	15000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	WGI Group	Advertising|Content|Content Discovery|Curated Web|Video	15000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Taboola	Yahoo! JAPAN	Advertising|Content|Content Discovery|Curated Web|Video	117000000	Internet Software & Services	USA	Comcast Ventures, Pitango Venture Capital, Baidu	
Thumbtack	Ali Partovi	Curated Web|Service Providers	1200000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Ariel Poler	Curated Web|Service Providers	1200000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Auren Hoffman	Curated Web|Service Providers	1200000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Baillie Gifford	Curated Web|Service Providers	125000000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Cyan Banister	Curated Web|Service Providers	1200000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Denis Grosz	Curated Web|Service Providers	1200000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Draper Associates	Curated Web|Service Providers	4500000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Google Capital	Curated Web|Service Providers	100000000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Google Capital	Curated Web|Service Providers	125000000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Hadi Partovi	Curated Web|Service Providers	1200000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Jason Calacanis	Curated Web|Service Providers	1200000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Javelin Venture Partners	Curated Web|Service Providers	100000000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Javelin Venture Partners	Curated Web|Service Providers	12500000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Javelin Venture Partners	Curated Web|Service Providers	125000000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Javelin Venture Partners	Curated Web|Service Providers	30000000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Javelin Venture Partners	Curated Web|Service Providers	4500000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Jim Lanzone	Curated Web|Service Providers	1200000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Joshua Schachter	Curated Web|Service Providers	1200000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	MHS Capital	Curated Web|Service Providers	4500000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Mark Britto	Curated Web|Service Providers	1200000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Mark Goines	Curated Web|Service Providers	1200000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Scott Banister	Curated Web|Service Providers	1200000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Scott Faber	Curated Web|Service Providers	1200000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Sequoia Capital	Curated Web|Service Providers	100000000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Sequoia Capital	Curated Web|Service Providers	12500000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Sequoia Capital	Curated Web|Service Providers	125000000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Sequoia Capital	Curated Web|Service Providers	30000000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Tiger Global Management	Curated Web|Service Providers	100000000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Tiger Global Management	Curated Web|Service Providers	125000000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Tiger Global Management	Curated Web|Service Providers	30000000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Thumbtack	Yan-David Erlich	Curated Web|Service Providers	1200000	E-Commerce	USA	Sequoia Capital, MHS Capital, Google Capital	Unicorn (9/29/2015)
Upwork (formerly Elance-oDesk)	Benchmark	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	15000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	Benchmark	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	15000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	Benchmark	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	30000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	Benchmark	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	8000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	DAG Ventures	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	15000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	FirstMark Capital	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	30000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	Globespan Capital Partners	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	15000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	Globespan Capital Partners	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	15000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	Globespan Capital Partners	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	6000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	Globespan Capital Partners	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	8000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	Jackson Square Ventures	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	30000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	New Enterprise Associates	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	30000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	SV Angel	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	6000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	Sigma Partners	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	15000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	Sigma Partners	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	15000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	Sigma Partners	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	6000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	Sigma Partners	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	8000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	Stripes Group	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	30000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	T. Rowe Price	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	15000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Upwork (formerly Elance-oDesk)	T. Rowe Price	Crowdsourcing|Curated Web|Employment|Freelancers|Human Resources|Staffing Firms|Virtual Workforces	30000000	HR Tech	USA	Jackson Square Ventures, Benchmark Capital, Stripes Group	
Wealthfront	Adam D'Angelo	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	20000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Ali Pincus	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	35000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Alison Rosenthal	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	35000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Andy Dunn	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	20000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Andy Rachleff	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	3000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Ben Horowitz	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	3000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Benchmark	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	35000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Bruce Dunlevie	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	3000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Cipora Herman	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	20000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	DAG Ventures	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	35000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	DAG Ventures	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	64000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	DAG Ventures	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	7500000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Doug Mackenzie	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	3000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Dragoneer Investment Group	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	64000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Duff, Ackerman and Goodrich	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	20000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Greylock Partners	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	20000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Greylock Partners	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	35000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Greylock Partners	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	64000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Hunter Walk	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	20000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Index Ventures	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	20000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Index Ventures	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	35000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Index Ventures	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	64000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Jeff Jordan	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	3000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Kevin Compton	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	3000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Kevin Rose	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	35000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Marc Andreessen	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	3000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Marissa Mayer	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	35000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Mark Pincus	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	35000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Matt Mullenweg	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	20000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Michael Schroepfer	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	20000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Paul Kedrosky	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	35000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Peter Pham	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	20000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Ribbit Capital	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	35000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Ribbit Capital	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	64000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	SK Ventures	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	35000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Satya Patel	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	20000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Science	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	20000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Social Capital	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	20000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
