Company	Investor	category_list	raised_amount_usd	Valuation ($B)	funded_at	Country	Industry	Select Investors
AppDynamics	Sands Capital Ventures	Application Performance Monitoring|Apps|Business Analytics|Information Services|Information Technology|Internet|Software	158000000	$1	7/22/2014	USA	Big Data	Battery Ventures, Kleiner Perkins Caufield & Byers, Institutional Venture Partners
AppDynamics	Sands Capital Ventures	Application Performance Monitoring|Apps|Business Analytics|Information Services|Information Technology|Internet|Software	70000000	$1	7/22/2014	USA	Big Data	Battery Ventures, Kleiner Perkins Caufield & Byers, Institutional Venture Partners
AppDynamics	Silicon Valley Bank	Application Performance Monitoring|Apps|Business Analytics|Information Services|Information Technology|Internet|Software	50000000	$1	7/22/2014	USA	Big Data	Battery Ventures, Kleiner Perkins Caufield & Byers, Institutional Venture Partners
AppNexus	Ben Horowitz	Advertising|Internet|Internet Marketing	2500000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	Coriolis Ventures	Advertising|Internet|Internet Marketing	2500000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	First Round	Advertising|Internet|Internet Marketing	2500000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	First Round	Advertising|Internet|Internet Marketing	5000000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	First Round	Advertising|Internet|Internet Marketing	50000000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	First Round	Advertising|Internet|Internet Marketing	8000000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	Khosla Ventures	Advertising|Internet|Internet Marketing	2500000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	Khosla Ventures	Advertising|Internet|Internet Marketing	8000000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	Kodiak Venture Partners	Advertising|Internet|Internet Marketing	5000000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	Kodiak Venture Partners	Advertising|Internet|Internet Marketing	8000000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	Marc Andreessen	Advertising|Internet|Internet Marketing	2500000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	Microsoft	Advertising|Internet|Internet Marketing	50000000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	Ron Conway	Advertising|Internet|Internet Marketing	2500000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	SV Angel	Advertising|Internet|Internet Marketing	2500000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	Technology Crossover Ventures	Advertising|Internet|Internet Marketing	75000000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	Tribeca Venture Partners	Advertising|Internet|Internet Marketing	75000000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	Venrock	Advertising|Internet|Internet Marketing	5000000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	Venrock	Advertising|Internet|Internet Marketing	50000000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	Venrock	Advertising|Internet|Internet Marketing	75000000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	Venrock	Advertising|Internet|Internet Marketing	8000000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
AppNexus	WPP	Advertising|Internet|Internet Marketing	25000000	$1.2	8/18/2014	USA	Adtech	Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners
Apttus	Iconiq Capital	CRM|SaaS|Software	108000000	$1	9/1/2015	USA	Internet Software & Services	Iconiq Capital, K1 Capital, Salesforce Ventures
Apttus	Iconiq Capital	CRM|SaaS|Software	37000000	$1	9/1/2015	USA	Internet Software & Services	Iconiq Capital, K1 Capital, Salesforce Ventures
Apttus	Iconiq Capital	CRM|SaaS|Software	41000000	$1	9/1/2015	USA	Internet Software & Services	Iconiq Capital, K1 Capital, Salesforce Ventures
Apttus	K1 Investment Management	CRM|SaaS|Software	108000000	$1	9/1/2015	USA	Internet Software & Services	Iconiq Capital, K1 Capital, Salesforce Ventures
Apttus	K1 Investment Management	CRM|SaaS|Software	37000000	$1	9/1/2015	USA	Internet Software & Services	Iconiq Capital, K1 Capital, Salesforce Ventures
Apttus	K1 Investment Management	CRM|SaaS|Software	41000000	$1	9/1/2015	USA	Internet Software & Services	Iconiq Capital, K1 Capital, Salesforce Ventures
Apttus	Kuwait Investment Authority	CRM|SaaS|Software	108000000	$1	9/1/2015	USA	Internet Software & Services	Iconiq Capital, K1 Capital, Salesforce Ventures
Apttus	Salesforce Ventures	CRM|SaaS|Software	108000000	$1	9/1/2015	USA	Internet Software & Services	Iconiq Capital, K1 Capital, Salesforce Ventures
Apttus	Salesforce Ventures	CRM|SaaS|Software	37000000	$1	9/1/2015	USA	Internet Software & Services	Iconiq Capital, K1 Capital, Salesforce Ventures
Apttus	Salesforce Ventures	CRM|SaaS|Software	41000000	$1	9/1/2015	USA	Internet Software & Services	Iconiq Capital, K1 Capital, Salesforce Ventures
Automattic	Blacksmith Capital	Blogging Platforms|Content|Curated Web|Forums|Web CMS	1100000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	CNET Networks	Blogging Platforms|Content|Curated Web|Forums|Web CMS	1100000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	Chris Sacca	Blogging Platforms|Content|Curated Web|Forums|Web CMS	160000000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	Doug Mackenzie	Blogging Platforms|Content|Curated Web|Forums|Web CMS	1100000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	Iconiq Capital	Blogging Platforms|Content|Curated Web|Forums|Web CMS	160000000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	Iconiq Capital	Blogging Platforms|Content|Curated Web|Forums|Web CMS	75000000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	Insight Venture Partners	Blogging Platforms|Content|Curated Web|Forums|Web CMS	160000000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	Kevin Compton	Blogging Platforms|Content|Curated Web|Forums|Web CMS	1100000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	Lowercase Capital	Blogging Platforms|Content|Curated Web|Forums|Web CMS	160000000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	Polaris Partners	Blogging Platforms|Content|Curated Web|Forums|Web CMS	1100000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	Polaris Partners	Blogging Platforms|Content|Curated Web|Forums|Web CMS	29500000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	Radar Partners	Blogging Platforms|Content|Curated Web|Forums|Web CMS	1100000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	Radar Partners	Blogging Platforms|Content|Curated Web|Forums|Web CMS	29500000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	Shelby Bonnie	Blogging Platforms|Content|Curated Web|Forums|Web CMS	1100000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	The New York Times	Blogging Platforms|Content|Curated Web|Forums|Web CMS	29500000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	Tiger Global Management	Blogging Platforms|Content|Curated Web|Forums|Web CMS	160000000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	Tiger Global Management	Blogging Platforms|Content|Curated Web|Forums|Web CMS	75000000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	True Ventures	Blogging Platforms|Content|Curated Web|Forums|Web CMS	160000000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Automattic	True Ventures	Blogging Platforms|Content|Curated Web|Forums|Web CMS	29500000	$1.16	5/27/2013	USA	Internet Software & Services	Insight Venture Partners, Lowercase Capital, Polaris Partners
Avant	August Capital	Analytics|Big Data|FinTech|Machine Learning|Web Development	20000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	August Capital	Analytics|Big Data|FinTech|Machine Learning|Web Development	225000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	August Capital	Analytics|Big Data|FinTech|Machine Learning|Web Development	325000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	August Capital	Analytics|Big Data|FinTech|Machine Learning|Web Development	9000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	Balyasny Asset Management	Analytics|Big Data|FinTech|Machine Learning|Web Development	325000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	DFJ Growth	Analytics|Big Data|FinTech|Machine Learning|Web Development	225000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	DFJ Growth	Analytics|Big Data|FinTech|Machine Learning|Web Development	325000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	General Atlantic	Analytics|Big Data|FinTech|Machine Learning|Web Development	325000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	JP Morgan Chase & Co.	Analytics|Big Data|FinTech|Machine Learning|Web Development	325000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	Jefferies & Company	Analytics|Big Data|FinTech|Machine Learning|Web Development	400000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	Jefferies Group	Analytics|Big Data|FinTech|Machine Learning|Web Development	200000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	KKR (Kohlberg Kravis Roberts & Co.)	Analytics|Big Data|FinTech|Machine Learning|Web Development	225000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	KKR (Kohlberg Kravis Roberts & Co.)	Analytics|Big Data|FinTech|Machine Learning|Web Development	400000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	Mark Friedgan	Analytics|Big Data|FinTech|Machine Learning|Web Development	9000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	Peter Thiel	Analytics|Big Data|FinTech|Machine Learning|Web Development	225000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	QED Investors	Analytics|Big Data|FinTech|Machine Learning|Web Development	20000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	RRE Ventures	Analytics|Big Data|FinTech|Machine Learning|Web Development	225000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	RRE Ventures	Analytics|Big Data|FinTech|Machine Learning|Web Development	325000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	Tiger Global Management	Analytics|Big Data|FinTech|Machine Learning|Web Development	225000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	Tiger Global Management	Analytics|Big Data|FinTech|Machine Learning|Web Development	325000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	Tiger Global Management	Analytics|Big Data|FinTech|Machine Learning|Web Development	75000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	Victory Park Capital	Analytics|Big Data|FinTech|Machine Learning|Web Development	150000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	Victory Park Capital	Analytics|Big Data|FinTech|Machine Learning|Web Development	20000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	Victory Park Capital	Analytics|Big Data|FinTech|Machine Learning|Web Development	25000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	Victory Park Capital	Analytics|Big Data|FinTech|Machine Learning|Web Development	300000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	Victory Park Capital	Analytics|Big Data|FinTech|Machine Learning|Web Development	400000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
Avant	Victory Park Capital	Analytics|Big Data|FinTech|Machine Learning|Web Development	9000000	$2	9/30/2015	USA	Fintech	RRE Ventures, Tiger Global, August Capital
BeiBei	Banyan Capital Partners	E-Commerce	100000000	$1	1/22/2015	China	eCommerce/Marketplace	Banyan Capital, New Horizon Capital, IDG Capital Partners
BeiBei	Banyan Capital Partners	E-Commerce	24400000	$1	1/22/2015	China	eCommerce/Marketplace	Banyan Capital, New Horizon Capital, IDG Capital Partners
BeiBei	Capital Today	E-Commerce	100000000	$1	1/22/2015	China	eCommerce/Marketplace	Banyan Capital, New Horizon Capital, IDG Capital Partners
BeiBei	IDG Capital Partners	E-Commerce	100000000	$1	1/22/2015	China	eCommerce/Marketplace	Banyan Capital, New Horizon Capital, IDG Capital Partners
BeiBei	IDG Capital Partners	E-Commerce	24400000	$1	1/22/2015	China	eCommerce/Marketplace	Banyan Capital, New Horizon Capital, IDG Capital Partners
BeiBei	Mizhe.com	E-Commerce	24400000	$1	1/22/2015	China	eCommerce/Marketplace	Banyan Capital, New Horizon Capital, IDG Capital Partners
BeiBei	New Horizon Capital	E-Commerce	100000000	$1	1/22/2015	China	eCommerce/Marketplace	Banyan Capital, New Horizon Capital, IDG Capital Partners
Beijing Weiying Technology	China Southern Asset Management	E-Commerce	235000000	$2	11/17/2015	USA	eCommerce/Marketplace	Tencent, iDreamSky Technology, GGV Capital
Beijing Weiying Technology	GGV Capital	E-Commerce	235000000	$2	11/17/2015	USA	eCommerce/Marketplace	Tencent, iDreamSky Technology, GGV Capital
Beijing Weiying Technology	Gopher Asset Management	E-Commerce	235000000	$2	11/17/2015	USA	eCommerce/Marketplace	Tencent, iDreamSky Technology, GGV Capital
Beijing Weiying Technology	Tencent Holdings	E-Commerce	105000000	$2	11/17/2015	USA	eCommerce/Marketplace	Tencent, iDreamSky Technology, GGV Capital
Beijing Weiying Technology	Tencent Holdings	E-Commerce	235000000	$2	11/17/2015	USA	eCommerce/Marketplace	Tencent, iDreamSky Technology, GGV Capital
Beijing Weiying Technology	WANDA Group	E-Commerce	105000000	$2	11/17/2015	USA	eCommerce/Marketplace	Tencent, iDreamSky Technology, GGV Capital
Beijing Weiying Technology	WANDA Group	E-Commerce	235000000	$2	11/17/2015	USA	eCommerce/Marketplace	Tencent, iDreamSky Technology, GGV Capital
BlaBlaCar	Accel	Collaborative Consumption|Peer-to-Peer|Transportation|Travel	10000000	$1.6	9/16/2015	France	On-Demand	Accel Partners, Index Ventures, Insight Venture Partners
BlaBlaCar	Accel	Collaborative Consumption|Peer-to-Peer|Transportation|Travel	100000000	$1.6	9/16/2015	France	On-Demand	Accel Partners, Index Ventures, Insight Venture Partners
BlaBlaCar	Cabiedes & Partners	Collaborative Consumption|Peer-to-Peer|Transportation|Travel	10000000	$1.6	9/16/2015	France	On-Demand	Accel Partners, Index Ventures, Insight Venture Partners
